Leftcontext	Match	Rightcontext	Measurecase	Kindlemma	Kindgender	Kindcase	Kindfreq	Measurelemma	Measuregender	Measurenumber	Measureclass	Measurefreq	Minus1pos	Genitives	Badness	Url	Originalsort
Gene vermeldet auch , dass er noch jede	Menge unveröffentlichtes Zeugs	bei sich herumliegen habe , es stehen uns also anscheinend noch mehrere Box Sets bevor .	Acc	Zeug	Neut	Gen	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	6	3	http://www.kissnews.de/ArchivNewsGermany/Februar2002.htm	6127
Einige Riffs sind mir auch spontan eingefallen , und die anderen Jungs schreiben ebenfalls jede	Menge geniales Zeug	!	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	4	4	http://www.ancientspirit.de/news/oldnews/0406.htm	6130
In der Nacht leuchten heutzutage nicht mehr die Sterne sondern Straßenbeleuchtung , Reklame , Diskolaser und jede	Menge anderes Zeug	, das man eigentlich auch ausschalten könnte .	Nom	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	5	2	http://www.scienceblogs.de/astrodicticum-simplex/2010/01/	6133
Jede	Menge unsinniges Zeug	dass nun Hanna verfuttert .	Nom	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	5	http://www.muettermafia.de//archive/5206/thread.html	6136
Das K. S. ist eine Genstörung , die eine verzögerte Entwicklung und eine Störung des Geruchssinnes hervorruft ( wenn ich richtig gelesen habe Ich habe die Informationen aus dem Internet , da stand jede	Menge unverständliches Zeug	) .	Nom	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	6	4	http://www.med1.de/Forum/HNO/2178/5/	6138
Man kann sicherlich jede	Menge pseudointellektuelles Zeug	über die Reflektion der Partygesellschaft in die HGich .	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	3	http://blog.thomasnesges.de/archives/P3.html	6146
Du malst jede	Menge starkes Zeug	- zurückhalten gilt nicht ...	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	6	http://www.artcafe.de/archive/7655/1/thread.html	6151
Na , ich wette auf ASH , hat ja jede	Menge vorgerenderte Zeugs	Err:508	Acc	Zeug	Neut	Gen	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	5	4	http://forum.gaming-universe.de/lofiversion/index.php/t7520-150.html	6152
Würd ich nicht tun , der Karton ist recycelt und enthält jede	Menge unappettitliches Zeugs	, welches gerade bei hohen Temperaturen und fettiger Pizza gerne auf diese übergeht .	Acc	Zeug	Neut	Gen	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	5	2	http://www.shopblogger.de/blog/archives/8815-Solche-und-solche-Kunden.html	6154
Jede	Menge Unnützes Zeug	dabeigepackt und vrsucht einen Allrounder zu schaffen , der in keinem seiner Bereiche richtig gut ist .	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	7	4	http://winfuture.de/news-kommentare,47583.html	6155
Dies lässt sich in verschiedene Bereiche wie Gameplay , Cutscenes , Trailer und jede	Menge anderes Zeug	aufteilen .	Acc	Zeug	Neut	Nomacc	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	5	1	http://www.gamestrust.de/action/news,brink-entwicklertagebuch-audiodesign-passender-trailer,id6424.html	6157
Erwähne ich nur , um zu zeigen daß man erstmal jede	Menge normalen Diesel	braucht , um Biodiesel an den Mann zu bringen .	Acc	Diesel	Neut	?	4.0855545719	Menge	Fem	Sg	Amount	5.093591167	Piat	3	1	http://www.minischwein-info.de/forum/wbb2/botthread-5927-2.html	6292
Aus Anlass des 175 jährigen Bestehens deutscher Eisenbahnen findet im Dreieck Koblenz , Gerolstein , Trier und bis Saarbrücken ein 4-tägiges " Dampfspektakel " statt : uriblank Ich habe heute einige Zeit an der Ruhrbrücke bei Duisburg verbracht und konnte jede	Menge private Diesel	aufnehmen .	Acc	Diesel	Neut	?	4.0855545719	Menge	Fem	Sg	Amount	5.093591167	Piat	6	3	http://www.flugzeugforum.de/forum/archive/index.php/t-58241.html	6303
Rechts der Kran ist nicht nur ein Ausstellungsstück , der pustet auch noch jede	Menge verbrannten Diesel	raus !	Acc	Diesel	Neut	?	4.0855545719	Menge	Fem	Sg	Amount	5.093591167	Piat	3	2	http://www.flugzeugforum.de/forum/archive/index.php/t-12084.html	6326
Hallo Juba , in England ist es schon problematisch mit dem Übernachten , deshalb nehmen wir auch nicht die Kanalroute , sondern Rotterdam-Hull , das spart mindesten 4 Urlaubstage und jede	Menge teuren Diesel	.	Acc	Diesel	Neut	?	4.0855545719	Menge	Fem	Sg	Amount	5.093591167	Piat	7	3	http://www.kastenwagenforum.de/forum/archive/index.php/t-9952.html	6328
Es gibt jede	Menge klassische Diesel	, die ich für erhaltenswert halte .	False	Diesel	Neut	?	4.0855545719	Menge	Fem	Sg	Amount	5.093591167	Piat	7	3	http://www.jeep-community.de/archive/index.php/t-8018.html	6338
Um den Flüssigkeits - und Vitaminhaushalt der Teilnehmer zu kräftigen , reicht die AOK unterwegs einen erfrischenden AOK-Drink und jede	Menge gesundes Obst	.	Acc	Obst	Neut	Nomacc	4.2612866651	Menge	Fem	Sg	Amount	5.093591167	Piat	4	6	http://www.aok-bw-presse.de/aktuelles-95.php?mode=detail%26id=804%26move=seach%26from=search%26moveFrom=list%26scriptNameFrom=aktuelles-95	6377
Besonders schön fand ich den Markt , dort gab es jede	Menge frisches Obst	und Gemüse und es roch sehr interessant .	Acc	Obst	Neut	Nomacc	4.2612866651	Menge	Fem	Sg	Amount	5.093591167	Piat	7	3	http://www.stefangoeskiwi.de/de/diary.htm	6387
Aber ein Ei , einige Scheiben selbstgebackenen Brotes und oft genug jede	Menge frisches Obst	lagen für mich bereit , egal um welche Zeit das war .	Nom	Obst	Neut	Nomacc	4.2612866651	Menge	Fem	Sg	Amount	5.093591167	Piat	6	2	http://www.kurzgeschichten.de/vb/archive/index.php?t-4309.html	6416
Ansonsten gab es auf dem Markt wirklich so ziemlich alles zu kaufen - neue und gebrauchte Kleidung , Haushaltswaren , Kunsthandwerk aller Art und - vor allem rund um den Platz vor der Kirche jede	Menge frisches Obst	und Gemüse , aber auch Wurst und Käse sowie Fisch und Säcke voller Schnecken .	Acc	Obst	Neut	Nomacc	4.2612866651	Menge	Fem	Sg	Amount	5.093591167	Piat	5	3	http://www.heike-eckardt.de/reisen/europa/spanien/mallorca10.htm	6427
Als Nachtisch wurde jede	Menge frisches Obst	aus dem brandenburgischen Garten serviert .	Nom	Obst	Neut	Nomacc	4.2612866651	Menge	Fem	Sg	Amount	5.093591167	Piat	4	4	http://www.dpg-brandenburg.de/de/frontpage?page=6	6433
Und dazu stand neben dem Weg jede	Menge feines Gras	.	Nom	Gras	Neut	Nomacc	4.1795517912	Menge	Fem	Sg	Amount	5.093591167	Piat	3	7	http://www.goldmann.de/pferde-fotografieren_tipp_65.html	6783
In den MI 6 Akten fanden wir die Antwort : guter Champagner , Kaviar und jede	Menge Foie Gras	.	False	Gras	Neut	?	4.1795517912	Menge	Fem	Sg	Amount	5.093591167	Piat	3	1	http://www.alacarte.at/Lizenz-zum-Feinschmecker-2012-1.606.0.html	6815
Auch jede	Menge frisches Gras	.	Nom	Gras	Neut	Nomacc	4.1795517912	Menge	Fem	Sg	Amount	5.093591167	Piat	7	6	http://retriever-pfotenfreunde.de/archive/index.php/t-10366.html	6822
Jede	Menge hohes Gras	und Gestrüpp und nur mit viel Mühe erreiche ich irgendwann wieder eine Schotterstraße , komme durch kleine Dörfer , und endlich wieder auf die Straße nach Vånga .	Nom	Gras	Neut	Nomacc	4.1795517912	Menge	Fem	Sg	Amount	5.093591167	Piat	7	4	http://www.luvo.de/luvos-fahrradreisen/radreise-suedschweden-2004/06.09.-ivoesjoen-vombsjoen.html	6827
Seine linke Hand war ebenso unbeholfen wie die bandagierte Rechte , doch kribbelte sie mit jedem	Zentimeter berührter Haut	.	Dat	Haut	Fem	Obl	4.7968475891	Zentimeter	Masc	Sg	Length	4.1950911679	Piat	6	3	http://www.fanficparadies.de/stories/1211/	1302
Immer wieder greifen Žste , hohe Gräser , Farne und Spinnweben nach jedem	Zentimeter freier Haut	, wie hungrige Hände , die gewaltvoll den Blutzoll fordern .	Dat	Haut	Fem	Obl	4.7968475891	Zentimeter	Masc	Sg	Length	4.1950911679	Piat	3	2	http://www.dschungel-flucher.de/html/reisetexte.html	1353
Mit jedem	Quadratmeter verbauten Holz	wird eine CO 2 - Emission von ca 1 Tonne vermieden , immer vorausgesetzt , daß der Forst nachhaltig bewirtschaftet wird , d.h. daß ihm nur so viel Holz entnommen wird , wie auch wieder aufgeforstet wird .	Dat	Holz	Neut	?	4.6781194097	Quadratmeter	Masc	Sg	Square	4.3661987474	Piat	1	4	http://www.gegenlicht.de/leseproben/klima.html	2914
Denn auf jedem	Fleck deutscher Erde	, mit ganz verschwindenden Ausnahmen , hat einmal die Holzaxt oder die Säge gehaust .	Dat	Erde	Fem	Obl	4.9589249285	Fleck	Masc	Sg	Trace	3.8820461522	Piat	2	3	http://www.krueger-on-net.de/Texte/Grottewitz/Mensch/Mensch.htm	3207
Nein , es ist wirklich kein gutes Gefühl , in einer unterhöhlten Gegend zu leben , in der die Absenkungs - und Überflutungsgefahr mit jedem	Gramm abgebauter Kohle	weiter steigt .	Dat	Kohle	Fem	Obl	4.2878017299	Gramm	Neut	Sg	Weight	4.1892825213	Piat	4	7	http://www.beucker.de/2004/taz04-05-19b.htm	3753
Ich pflanze in jedem	Stück neuen Rasen	ein paar Gänseblümchen , damit sie sich dort schnell wieder ausbreiten können .	Dat	Rasen	Masc	Acc	3.9535664143	Stück	Neut	Sg	Amount	5.342022946	Piat	7	5	http://72342.homepagemodules.de/t839f58-Garten-1.html	4040
20:27 Uhr : Lena darf ein Interview geben und labert jeden	Menge zusammenhanglosen Müll	( über beste Momente , einen Hamburger Royal TS und implodierende Brüste ) .	Acc	Müll	Masc	Acc	4.2370860804	Menge	Fem	Sg	Amount	5.093591167	Piat	5	4	http://www.bar-blog.de/2011/05/11/eurovision-song-contest-2011-in-duesseldorf-live-blog-am-14-mai-aus-dem-barnim-in-die-welt/	720
Er bedeckte jeden	Zentimeter freier Haut	mit hauchzarten Küssen , dann befreite er mich von meinen spärlichen Sachen .	Acc	Haut	Fem	Obl	4.7968475891	Zentimeter	Masc	Sg	Length	4.1950911679	Piat	7	4	http://www.sauknolle.de/fanfics_unterseiten/diemachtdergef%FChle_byangelswings.htm	1315
Demnach war diese Mühle auch eine Kundenmühle , galt es doch , für jeden	Scheffel gemahlenes Getreide	von den Mahlgästen eine bestimmte Summe für den Kurfürsten zu kassieren .	Acc	Getreide	Neut	Nomacc	3.8998861339	Scheffel	Masc	Sg	Vessel	2.9921114878	Piat	3	2	http://www.oberpoellnitz.de/dierittergutsmuehle/index.html	2826
Der Hengst Kervan , einer der letzten ohne jeden	Tropfen fremden Blutes	, stand in Deutschland aber wurde zum Decken nicht benutzt , ähnlich wie Sarsgyn , den die Russen für so gut hielten , daß sie ihn zurückleihen wollten , was aber nicht zustande kam .	Acc	Blut	Neut	Gen	4.7108431222	Tropfen	Masc	Sg	Portion	4.106856962	Piat	1	2	http://www.scholian.de/achal_tekkiner.htm	3859
Der Viez spült jeden	Tropfen ungesunden Blutes	hinweg und erhöht nicht nur quantitativ , sondern auch qualitativ die Zeugungsfähigkeit .	Acc	Blut	Neut	Gen	4.7108431222	Tropfen	Masc	Sg	Portion	4.106856962	Piat	5	2	http://fiehr.de/Text/Viez.htm	3915
Aber auf bestens präparierten Sportplätzen ließen sich die Aktiven den Abend nicht vermiesen , kämpften unter erschwerten Bedingungen mit Ball und Gegner um jeden	Meter nassen Rasen	und nach rund drei Stunden stand fest : Sieger dieser erstmals seit zwei Jahrzehnten wieder ausgetragenen Preetzer Stadtmeisterschaft wurde der Preetzer TSV .	Acc	Rasen	Masc	Acc	3.9535664143	Meter	Masc	Sg	Length	5.0919896574	Piat	4	3	http://www.sgkuehren.de/news0805.htm	4026
Wir bekamen übrigens richtig schönes Geld für jeden	Liter eingesparten Diesel	, und das ergab am Monatsende schöne Kohle , wenn man nicht zu blöd war , den LKW Spritsparend zu fahren .	Acc	Diesel	Neut	?	4.0855545719	Liter	Masc	Sg	Capacity	4.5919990046	Piat	4	4	http://www.forum-ddr-grenze.de/t3900f117-KrAZ-b.html	6286
Mit lautem donnern und jeder	Menge aufgewirbelten Staub	, landete das Ungetüm .	Dat	Staub	Masc	Acc	4.1267416542	Menge	Fem	Sg	Amount	5.093591167	Piat	2	1	http://dasgeheimnis.yooco.de/forum/t.1441142-rewas_passiert_am_21122012.html	67
Neben CO _ 2 , CO und jeder	Menge anderem Dreck	entsteht daher auch eine nicht unerhebliche Menge Wasserdampf .	Dat	Dreck	Masc	Dat	4.1295287739	Menge	Fem	Sg	Amount	5.093591167	Piat	7	4	http://www.chemieonline.de/forum/archive/index.php/t-123.html	691
Hinter dem Schrank lag neben jeder	Menge sonstigem Dreck	ein Riesenhaufen Katzenkot , kein Wunder , es gab nur zwei Katzenclos .	Dat	Dreck	Masc	Dat	4.1295287739	Menge	Fem	Sg	Amount	5.093591167	Piat	7	3	http://www.samtpfoten-in-not.de/berichte.htm	704
Neben jeder	Menge unbekleideter Haut	ist ebenso der Themenbereich " Wer hat sich gerade getrennt ?	Dat	Haut	Fem	Obl	4.7968475891	Menge	Fem	Sg	Amount	5.093591167	Piat	5	7	http://www.acoustic-dream.de/2011/07/	1267
" The Slumber Party Massacre " ist ein kurzweiliger , plumper aber auch atmosphärischer Slasher , augenzwinkernd erzählt ohne dabei all zu albern zu werden , mit harten Szenen geschmückt , akzeptablen Darstellern im Gepäck , etwas Spannung auf Lager , netter Musik zur Bereicherung und jeder	Menge nackte Haut	.	Dat	Haut	Fem	Str	4.7968475891	Menge	Fem	Sg	Amount	5.093591167	Piat	3	3	http://www.schlombies-filmbesprechungen.de/the-slumber-party-massacre_37148860.html	1274
Neben jeder	Menge unbekleideter Haut	ist ebenso der Themenbereich " Wer hat sich gerade getrennt ?	Dat	Haut	Fem	Obl	4.7968475891	Menge	Fem	Sg	Amount	5.093591167	Piat	6	6	http://www.acoustic-dream.de/page/2/	1287
Außer jeder	Menge splitternackter Haut	wird nicht zuletzt die Problematik " Wer mit wem ?	Dat	Haut	Fem	Obl	4.7968475891	Menge	Fem	Sg	Amount	5.093591167	Piat	4	6	http://www.steps2web.de/category/ratgeber/page/2/	1297
Hier kostet jeder	Sack bares Geld	, die werden nämlich überteuert im Supermarkt oder Kiosk verkauft 18 EUR für 10 Beutel .	False	Geld	Neut	Nomacc	5.4468172867	Sack	Masc	Sg	Vessel	4.1858196973	Piat	7	3	http://forum.chemikalien.de/mulltrennung-t16836-30.html	1512
Anstatt Nutellabrot gibt es warme Reisnudelsuppe mit jeder	Menge merkwürdigem Gemüse	.	Dat	Gemüse	Neut	Dat	4.3814436117	Menge	Fem	Sg	Amount	5.093591167	Piat	6	2	http://www.gymnasium-sundern.de/joomla/content/view/168/103/	1697
Und so ist es nach ein paar hundertausend Jahren wohl letztlich egal , was da gelagert wurde , am Ende sind da größere Blasen mit jeder	Menge gesundheitsschädlichen Abfall	geschaffen worden .	Dat	Abfall	Masc	Acc	4.1374300746	Menge	Fem	Sg	Amount	5.093591167	Piat	3	1	http://www.kerngedanken.de/?p=169%26replytocom=86	1781
Zwischen Bauklötzen , Bilderbüchern , Puppen und jeder	Menge anderem Spielzeug	tummeln sich zwölf Kinder im Alter von ein bis drei Jahren .	Dat	Spielzeug	Neut	Dat	4.0635885305	Menge	Fem	Sg	Amount	5.093591167	Piat	2	2	http://www.slw.de/htm_aktuell/aktuell2010.htm	2021
Mit Kaffee und Gebäck - die Großen brauchen irgendwie immer gleich ' ne Nervennahrung ( lach ) - und jeder	Menge lachender Sonnenschein	starteten wir erst einmal mit Fragen zur Organisation , Formularen und Zuständigkeiten aller eingebundenen Akteure überhaupt .	Dat	Sonnenschein	Masc	Nom	4.0990864459	Menge	Fem	Sg	Amount	5.093591167	Piat	5	4	http://www.helfer-auf-vier-pfoten.de/eins/a6_124.html	2276
Meine These wäre : Wenn wir welche finden , dann müssten die mindestens genauso verrückt sein wie wir und sich durch massiven Ressourcenverbrauch und die Freisetzung jeder	Menge elektromagnetischer Energie	bemerkbar machen .	Gen	Energie	Fem	Str	5.0634759733	Menge	Fem	Sg	Amount	5.093591167	Piat	4	2	http://www.astronomie.de/bibliothek/interviews/pro-lesch-vossenkuhl-2010/	2324
Bei einer Durchreise durch Lübz fährt man direkt am Wasserturm vorbei ( B 191 ) und erhält dadurch unweigerlich den Eindruck , er sei der Turm , der auf jeder	Flasche Lübzer Bier	abgebildet ist .	Dat	Bier	Neut	?	4.6061749187	Flasche	Fem	Sg	Vessel	4.4603294318	Piat	3	7	http://www.amt-eldenburg-luebz.de/luebz/geschichtewasserturm.html	2572
Wenn du nicht gerade auf Low-Carb bist , hast du doch immer jeder	Menge pflanzliches Eiweiß	drin , seien es jetzt Getreideprodukte , Hülsenfrüchte , Nüsse , Reis und und und , eigentlich ist überall Eiweiß drin , sind jetzt keine atemberaubenden Mengen , aber es kommt was zusammen .	Acc	Eiweiss	Neut	Nomacc	3.9467272966	Menge	Fem	Sg	Amount	5.093591167	Piat	8	6	http://www.muskelpower-forum.de/ftopic7973.html	2644
Die Möglichkeiten sich den eigenen Garten mit jeder	Menge unbrauchbarem Kram	vollzustellen erscheinen demzufolge nahezu unendlich .	Dat	Kram	Masc	Dat	3.8419973021	Menge	Fem	Sg	Amount	5.093591167	Piat	5	5	http://www.wetteridee.de/10-1/395/Garten-Wetterstation.html	2743
Mit jeder	Tonne recyceltem Glas	wird die Emission von Treibhausgasen um 200 Kilogramm gesenkt .	Dat	Glas	Neut	Dat	4.5971047584	Tonne	Fem	Sg	Weight	4.4352549304	Piat	2	6	http://www.packtreff.de/herstellernews-katfull31-181-datumD-20.html	2930
Jeder	Zentimeter durchwühlter Erde	ist ein weiterer Schritt in den Schatten und das ewige Feuer .	Nom	Erde	Fem	Obl	4.9589249285	Zentimeter	Masc	Sg	Length	4.1950911679	Piat	2	10	http://www.vulcanusweb.de/Walter-Trujillo-Poesie.htm	3259
Doch zum Schluss der Reise fuhren wir alle mit jeder	Menge unordentlichem Gepäck	, vielen neuen Informationen , Haufen von lustigen Geschichten und unheimlichen vielen neuen Freunden ab .	Dat	Gepäck	Neut	Dat	4.1272992151	Menge	Fem	Sg	Amount	5.093591167	Piat	7	4	http://www.petrus-giesensdorf.de/themen/2008/05/konfirmation.htm	3458
Mit jeder	Menge dreckige Wäsche	kommt man in der Regel aus dem Urlaub zurück nach Hause .	Dat	Wäsche	Fem	Str	3.9440382801	Menge	Fem	Sg	Amount	5.093591167	Piat	6	4	http://www.welt-der-ferien.de/page/6/	3664
Ich war gestern in der Wohnung meines Bruders , und der Fussboden liegt dort mit jeder	Menge schmutzige Wäsche	und Müll voll , in dem jetzt wohl unbenutzten Wohnzimmer liegt der ganze Fussboden voll mit KAtzenhaufen , die inzwischen eingetrocknet aind .	Dat	Wäsche	Fem	Str	3.9440382801	Menge	Fem	Sg	Amount	5.093591167	Piat	6	6	http://forum.tervara.de/forum48794/messages/2659.htm	3670
Dein neues Album heißt " The Eminem Show " und es erinnert an eine Seifenoper mit ein bisschen Sex , Crime und Liebe , mit exzentrischen Charakteren und jeder	Menge schmutziger Wäsche	.	Dat	Wäsche	Fem	Obl	3.9440382801	Menge	Fem	Sg	Amount	5.093591167	Piat	5	2	http://mitglied.multimania.de/LotharKrist6/tod/11_9_2001/18_terror_kunst.htm	3686
Aus diesem Grund ist der auf allen Werbekanälen und mit jeder	Menge schmutziger Wäsche	geführte Konkurrenzkampf der beiden Chemieriesen auch eher eine Farce - die Gebiete sind lange abgesteckt , gegen unliebsame Mitbewerber pflegt man gemeinsam vorzugehen und beläßt es ansonsten bei Betriebsspionage als sportlicher Disziplin .	Dat	Wäsche	Fem	Obl	3.9440382801	Menge	Fem	Sg	Amount	5.093591167	Piat	3	1	http://www.dingo.saar.de/IADQ/IADQ_frankfurt.html	3730
Jeder	Kubikmeter verbrauchten Trinkwassers	kostet die Gebührenzahler künftig 1,77 statt 1,59 Euro , Regenwasser wird nach Quadratmeter versiegelter Grundstücksfläche berechnet : mit Beginn des nächsten Jahres 63 statt bisher 48 Cent .	Nom	Trinkwasser	Neut	Gen	3.9227047027	Kubikmeter	Masc	Sg	Capacity	3.7249309142	Piat	2	2	http://www.wasser-wissen.de/abwassernews/2003/november2003.htm	4094
Abfahrt in Obertraun , Ankunft in der Freesports Arena Krippenstein : Eine Gondelfahrt in eine Winter-Welt mit jeder	Menge unpräpariertem Schnee	.	Dat	Schnee	Masc	Dat	4.4910449637	Menge	Fem	Sg	Amount	5.093591167	Piat	5	6	http://www.hofkirchen.at/artikel.shtml?newsid=8229	4606
Jeder	Laib Appenzeller® Käse	wird mit einem Käsepass versehen .	Nom	Käse	Masc	?	4.1164549836	Laib	Masc	Sg	Portion	2.7265642162	Piat	5	6	http://www.appenzeller.ch/de/handwerk/	4733
Demnach ist jeder	Bissen zusätzlicher Nahrung	über Normalgewicht ein verantwortungsloser Akt gegenüber dem Globalklima .	Nom	Nahrung	Fem	Obl	4.3428961984	Biss	Masc	Pl	Portion	3.8146470695	Piat	4	3	http://303984.homepagemodules.de/t75368428f4-News-2.html	5135
In der gesamten Population zeigte die Meta-Analyse der Dosis-Wirkung dass mit jeder	Portion weißem Reis	pro Tag mehr das Relative Risiko von Typ 2 Diabetes 1.11 ( 1.08 bis 1.14 ) betrug ( P für Linearen Trend < 0.001 ) .	Dat	Reis	Masc	Dat	4.0077051144	Portion	Fem	Sg	Portion	4.0785800561	Piat	6	7	http://www.medknowledge.de/abstract/med/med2012/06-2012-06-reis-diabetes.htm	5267
Aber wenn da son 12 Liter Eimer mit Kies , Fischen und jeder	Menge reingeworfenen Futters	bei einem Änfänger steht , der vielleicht bei 32 ° C brutzelt , dann wird es wohl kritisch ...	Dat	Futter	Neut	Gen	4.4272328591	Menge	Fem	Sg	Amount	5.093591167	Piat	6	3	http://www.aquaristik-live.de/allgemeines-f2/aquarium-komischer-geruch--t106499-s15.html	5632
Snowbombing ist ein Festival mit jeder	Menge frischer Luft	, blauem Himmel , endlosen Pisten und heißen Partys !	Dat	Luft	Fem	Obl	4.96865103	Menge	Fem	Sg	Amount	5.093591167	Piat	4	6	http://www.funsporting.de/funsporting+NEWS+Trends+Snowbombing_Mayrhofen_2011_Vorbericht_3928.htm	5958
Mein Buch würde vermutlich sehr persönlich werden und eine krause Mischung aus Erlebtem , meinen Gedanken , ein paar fiktionalen Einsprengseln und jeder	Menge alltagstauglichem Zeug	sein .	Dat	Zeug	Neut	Dat	4.4177771696	Menge	Fem	Sg	Amount	5.093591167	Piat	5	2	http://www.schlampengoettin.de/2009/10/	6096
